GeneID	Product	Note	Gene_Biotype	Location	Strand	Dbxref	Araport11	Araport11_Description	InterPro	InterPro_Description	SwissProt	SwissProt_Description	TrEMBL	TrEMBL_Description
PITG_04331	secreted RxLR effector peptide protein, putative		protein_coding	NW_003303754.1:3262157-3262618	+	GeneID:9480009	AT2G14331.1	secreted RxLR effector peptide protein	IPR001254;IPR015424				A0AB76C3D5	
PITG_04333	3-oxo-5-alpha-steroid 4-dehydrogenase, putative		protein_coding	NW_003303754.1:3265696-3266669	-	GeneID:9480010	AT4G14333.1	3-oxo-5-alpha-steroid 4-dehydrogenase	IPR001327;IPR016040	Q64751	Q64751		A0A9C7B1F5	
PITG_04334	uncharacterized protein		protein_coding	NW_003303754.1:3266869-3268089	+	GeneID:9480011	AT5G14334.1		IPR000001;IPR000002					
PITG_04335	AP-2 complex subunit alpha, putative		protein_coding	NW_003303754.1:3268346-3271388	+	GeneID:9480012	AT1G14335.1	AP-2 complex subunit alpha	IPR000001;IPR000002				A0A9747AB1	
PITG_04336	uncharacterized protein		protein_coding	NW_003303754.1:3276774-3277772	+	GeneID:9480013	AT2G14336.1		IPR000001;IPR000002					
PITG_04337	uncharacterized protein		protein_coding	NW_003303754.1:3277771-3278250	-	GeneID:9480014	AT3G14337.1		IPR000001;IPR000002					
PITG_04339	secreted RxLR effector peptide protein, putative		protein_coding	NW_003303754.1:3296672-3297394	-	GeneID:9480016	AT5G14339.1	secreted RxLR effector peptide protein	IPR001254;IPR015424				A0ABBF8B3A	
PITG_04340	uncharacterized protein		protein_coding	NW_003303754.1:3298800-3300065	+	GeneID:9480017	AT1G14340.1		IPR000001;IPR000002					
PITG_04341	uncharacterized protein		protein_coding	NW_003303754.1:3320156-3321565	+	GeneID:9480018	AT2G14341.1		IPR000001;IPR000002					
PITG_04342	uncharacterized protein		protein_coding	NW_003303754.1:3322128-3324041	-	GeneID:9480019	AT3G14342.1		IPR000001;IPR000002					
PITG_04343	uncharacterized protein		protein_coding	NW_003303754.1:3325064-3326152	-	GeneID:9480020	AT4G14343.1		IPR000001;IPR000002					
PITG_04344	protein kinase		protein_coding	NW_003303754.1:3328204-3331603	-	GeneID:9480021	AT5G14344.1	protein kinase	IPR011009;IPR000719				A0AFA0B379	
PITG_04345	uncharacterized protein		protein_coding	NW_003303754.1:3341062-3341796	-	GeneID:9480022	AT1G14345.1		IPR000001;IPR000002					
PITG_04347	uncharacterized protein		protein_coding	NW_003303754.1:3349074-3349995	-	GeneID:9480023	AT3G14347.1		IPR000001;IPR000002					
PITG_04348	uncharacterized protein		protein_coding	NW_003303754.1:3363938-3367236	+	GeneID:9480024	AT4G14348.1		IPR000001;IPR000002					
PITG_04350	secreted RxLR effector peptide protein, putative		protein_coding	NW_003303754.1:3385148-3386092	+	GeneID:9480025	AT1G14350.1	secreted RxLR effector peptide protein	IPR001254;IPR015424				A0A866841B	
PITG_04351	secreted RxLR effector peptide protein, putative		protein_coding	NW_003303754.1:3387676-3387993	-	GeneID:9480026	AT2G14351.1	secreted RxLR effector peptide protein	IPR001254;IPR015424				A0AC402649	
PITG_04352	uncharacterized protein		protein_coding	NW_003303754.1:3394513-3397794	-	GeneID:9480027	AT3G14352.1		IPR000001;IPR000002					
PITG_04353	secreted RxLR effector peptide protein, putative		protein_coding	NW_003303754.1:3399387-3400325	-	GeneID:9480028	AT4G14353.1	secreted RxLR effector peptide protein	IPR001254;IPR015424				A0AA9A1E12	
PITG_04354	secreted RxLR effector peptide protein, putative		protein_coding	NW_003303754.1:3411244-3411684	-	GeneID:9480029	AT5G14354.1	secreted RxLR effector peptide protein	IPR001254;IPR015424				A0ABEC82BD	
PITG_04355	secreted RxLR effector peptide protein, putative		protein_coding	NW_003303754.1:3413543-3413983	+	GeneID:9480030	AT1G14355.1	secreted RxLR effector peptide protein	IPR001254;IPR015424				A0A74D7B3E	
PITG_04356	uncharacterized protein		protein_coding	NW_003303754.1:3415857-3416395	+	GeneID:9480031	AT2G14356.1		IPR000001;IPR000002					
PITG_04358	uncharacterized protein		protein_coding	NW_003303754.1:3427148-3428008	+	GeneID:9480032	AT4G14358.1		IPR000001;IPR000002					
PITG_04359	uncharacterized protein		protein_coding	NW_003303754.1:3431879-3432943	+	GeneID:9480034	AT5G14359.1		IPR000001;IPR000002					
PITG_04360	uncharacterized protein		protein_coding	NW_003303754.1:3443271-3444468	-	GeneID:9480035	AT1G14360.1		IPR000001;IPR000002					
PITG_04365	cysteine protease family C48, putative		protein_coding	NW_003303754.1:3506159-3506771	-	GeneID:9466239	AT1G14365.1	cysteine protease family C48	IPR001563;IPR024079				A0A503571A	
PITG_04367	secreted RxLR effector peptide protein, putative		protein_coding	NW_003303754.1:3518312-3518866	-	GeneID:9466240	AT3G14367.1	secreted RxLR effector peptide protein	IPR001254;IPR015424				A0A59FC5F1	
PITG_04371	uncharacterized protein		protein_coding	NW_003303754.1:3533723-3534208	-	GeneID:9466241	AT2G14371.1		IPR000001;IPR000002					
PITG_04372	uncharacterized protein		protein_coding	NW_003303754.1:3548266-3548875	-	GeneID:9466242	AT3G14372.1		IPR000001;IPR000002					
PITG_04373	secreted RxLR effector peptide protein, putative		protein_coding	NW_003303754.1:3549258-3549683	-	GeneID:9466243	AT4G14373.1	secreted RxLR effector peptide protein	IPR001254;IPR015424				A0ACE7CD08	
PITG_04374	uncharacterized protein		protein_coding	NW_003303754.1:3556741-3557886	+	GeneID:9466244	AT5G14374.1		IPR000001;IPR000002					
PITG_04375	uncharacterized protein		protein_coding	NW_003303754.1:3564752-3565556	+	GeneID:9466245	AT1G14375.1		IPR000001;IPR000002					
PITG_04376	uncharacterized protein		protein_coding	NW_003303754.1:3565880-3567919	-	GeneID:9466246	AT2G14376.1		IPR000001;IPR000002					
PITG_04377	uncharacterized protein		protein_coding	NW_003303754.1:3568434-3570481	+	GeneID:9466247	AT3G14377.1		IPR000001;IPR000002					
PITG_04378	elicitin-like protein		protein_coding	NW_003303754.1:3610701-3611423	-	GeneID:9466248	AT4G14378.1	elicitin-like protein	IPR000001;IPR000002				A0A92F52EA	
PITG_04379	putative GPI-anchored serine-rich hypothetical protein		protein_coding	NW_003303754.1:3613131-3613724	-	GeneID:9466249	AT5G14379.1	GPI-anchored serine-rich hypothetical protein	IPR000001;IPR000002				A0ABE3A977	
PITG_04380	uncharacterized protein		protein_coding	NW_003303754.1:3614417-3615156	+	GeneID:9466250	AT1G14380.1		IPR000001;IPR000002					
PITG_04381	uncharacterized protein		protein_coding	NW_003303754.1:3615223-3615853	-	GeneID:9466251	AT2G14381.1		IPR000001;IPR000002					
PITG_04382	50S ribosomal protein L27		protein_coding	NW_003303754.1:3616501-3616978	-	GeneID:9466252	AT3G14382.1	50S ribosomal protein L27	IPR000504;IPR012336				A0A0E66CE2	
PITG_04383	uncharacterized protein		protein_coding	NW_003303754.1:3617218-3617573	+	GeneID:9466253	AT4G14383.1		IPR000001;IPR000002					
PITG_04384	ribosome biogenesis regulatory protein		protein_coding	NW_003303754.1:3617839-3618808	-	GeneID:9466254	AT5G14384.1	ribosome biogenesis regulatory protein	IPR000001;IPR000002				A0A7452543	
PITG_04385	putative GPI-anchored acidic serine-threonine rich HAM34-like protein		protein_coding	NW_003303754.1:3628651-3629073	+	GeneID:9466255	AT1G14385.1	GPI-anchored acidic serine-threonine rich HAM34-like protein	IPR000001;IPR000002				A0A9B5F20F	
PITG_04386	HAM34-like putative membrane protein		protein_coding	NW_003303754.1:3632426-3633268	+	GeneID:9466256	AT2G14386.1	HAM34-likemembrane protein	IPR000425;IPR036924	Q9CC26	Q9CC26		A0AE562AB1	
PITG_04387	histone H4		protein_coding	NW_003303754.1:3633819-3634242	-	GeneID:9466257	AT3G14387.1	histone H4	IPR000001;IPR000002	Q5D7C7	Q5D7C7		A0A0583A8F	
PITG_04388	secreted RxLR effector peptide protein, putative		protein_coding	NW_003303754.1:3647838-3648755	+	GeneID:9466258	AT4G14388.1	secreted RxLR effector peptide protein	IPR001254;IPR015424				A0A04636D6	
PITG_04390	uncharacterized protein		protein_coding	NW_003303754.1:3667410-3667864	+	GeneID:9466259	AT1G14390.1		IPR000001;IPR000002					
PITG_04391	uncharacterized protein		protein_coding	NW_003303754.1:3672472-3673578	+	GeneID:9466260	AT2G14391.1		IPR000001;IPR000002					
PITG_04392	uncharacterized protein		protein_coding	NW_003303754.1:3673751-3675946	+	GeneID:9466261	AT3G14392.1		IPR000001;IPR000002					
PITG_04393	tubulin polyglutamylase, putative		protein_coding	NW_003303754.1:3676310-3678118	-	GeneID:9466262	AT4G14393.1	tubulin polyglutamylase	IPR000001;IPR000002				A0A17F2AF9	
PITG_04394	uncharacterized protein		protein_coding	NW_003303754.1:3684310-3685041	+	GeneID:9466263	AT5G14394.1		IPR000001;IPR000002					
PITG_04395	pre-mRNA-processing protein, putative		protein_coding	NW_003303754.1:3685904-3687966	-	GeneID:9466264	AT1G14395.1	pre-mRNA-processing protein	IPR000504;IPR012336	Q06E50	Q06E50		A0A851F2F0	
PITG_04396	uncharacterized protein		protein_coding	NW_003303754.1:3692121-3692672	+	GeneID:9466265	AT2G14396.1		IPR000001;IPR000002					
PITG_04397	uncharacterized protein		protein_coding	NW_003303754.1:3692957-3693827	+	GeneID:9466266	AT3G14397.1		IPR000001;IPR000002					
PITG_04398	Amino Acid/Auxin Permease (AAAP) Family		protein_coding	NW_003303754.1:3713309-3714916	+	GeneID:9466267	AT4G14398.1	Amino Acid/Auxin Permease (AAAP) Family	IPR000001;IPR000002				A0AFB0B5ED	
PITG_04399	Amino Acid/Auxin Permease (AAAP) Family		protein_coding	NW_003303754.1:3715541-3716550	+	GeneID:9466268	AT5G14399.1	Amino Acid/Auxin Permease (AAAP) Family	IPR000001;IPR000002				A0A2B30E26	
PITG_04400	amino acid/auxin permease-like protein		protein_coding	NW_003303754.1:3716566-3717129	+	GeneID:9466269	AT1G14400.1	amino acid/auxin permease-like protein	IPR000001;IPR000002				A0A86F80CB	
PITG_04401	uncharacterized protein		protein_coding	NW_003303754.1:3717590-3718204	-	GeneID:9466270	AT2G14401.1		IPR000001;IPR000002					
PITG_04402	uncharacterized protein		protein_coding	NW_003303754.1:3726077-3727129	-	GeneID:9466271	AT3G14402.1		IPR000001;IPR000002					
PITG_04403	uncharacterized protein		protein_coding	NW_003303754.1:3742111-3742906	+	GeneID:9466272	AT4G14403.1		IPR000001;IPR000002					
PITG_04404	uncharacterized protein		protein_coding	NW_003303754.1:3744531-3745351	+	GeneID:9466273	AT5G14404.1		IPR000001;IPR000002					
PITG_04405	uncharacterized protein		protein_coding	NW_003303754.1:3747096-3748701	+	GeneID:9466274	AT1G14405.1		IPR000001;IPR000002					
PITG_04407	uncharacterized protein		protein_coding	NW_003303754.1:3753577-3754077	+	GeneID:9466275	AT3G14407.1		IPR000001;IPR000002					
PITG_04414	uncharacterized protein		protein_coding	NW_003303754.1:3807310-3807827	-	GeneID:9466278	AT5G14414.1		IPR000001;IPR000002					
PITG_04415	uncharacterized protein		protein_coding	NW_003303754.1:3809037-3809484	+	GeneID:9466279	AT1G14415.1		IPR000001;IPR000002					
PITG_04418	uncharacterized protein		protein_coding	NW_003303754.1:3856754-3859043	-	GeneID:9466280	AT4G14418.1		IPR000001;IPR000002					
PITG_04419	uncharacterized protein		protein_coding	NW_003303754.1:3859594-3860730	+	GeneID:9466281	AT5G14419.1		IPR000001;IPR000002					
PITG_04420	uncharacterized protein		protein_coding	NW_003303754.1:3871469-3872646	+	GeneID:9466282	AT1G14420.1		IPR000001;IPR000002					
PITG_04421	protein kinase		protein_coding	NW_003303754.1:3880933-3882545	+	GeneID:9466283	AT2G14421.1	protein kinase	IPR011009;IPR000719				A0AEF586E7	
PITG_04424	SNARE associated Golgi protein, putative		protein_coding	NW_003303754.1:3903936-3904853	+	GeneID:9466284	AT5G14424.1	SNARE associated Golgi protein	IPR000001;IPR000002				A0AB143A2F	
PITG_04425	ubiquitin-conjugating enzyme E2, putative		protein_coding	NW_003303754.1:3906802-3907586	+	GeneID:9466285	AT1G14425.1	ubiquitin-conjugating enzyme E2	IPR000001;IPR000002				A0A31853F1	
PITG_04426	DNA polymerase alpha-associated DNA helicase A, putative		protein_coding	NW_003303754.1:3909132-3912098	-	GeneID:9466286	AT2G14426.1	DNA polymerase alpha-associated DNA helicase A	IPR000001;IPR000002				A0AA7B71CD	
PITG_04427	uncharacterized protein		protein_coding	NW_003303754.1:3912175-3913636	+	GeneID:9466287	AT3G14427.1		IPR000001;IPR000002					
PITG_04428	uncharacterized protein		protein_coding	NW_003303754.1:3913722-3914813	-	GeneID:9466288	AT4G14428.1		IPR000001;IPR000002					
PITG_04429	uncharacterized protein		protein_coding	NW_003303754.1:3915449-3916094	+	GeneID:9466289	AT5G14429.1		IPR000001;IPR000002					
PITG_04430	uncharacterized protein		protein_coding	NW_003303754.1:3921804-3922014	-	GeneID:9466290	AT1G14430.1		IPR000001;IPR000002					
PITG_04432	uncharacterized protein		protein_coding	NW_003303754.1:3951953-3952775	-	GeneID:9466291	AT3G14432.1		IPR000001;IPR000002					
PITG_04434	uncharacterized protein		protein_coding	NW_003303754.1:3958956-3960864	+	GeneID:9466292	AT5G14434.1		IPR000001;IPR000002					
PITG_04435	Crinkler (CRN) family protein		protein_coding	NW_003303754.1:3961279-3963798	-	GeneID:9466293	AT1G14435.1	Crinkler (CRN) family protein	IPR000001;IPR000002				A0ACFC481A	
PITG_04436	uncharacterized protein		protein_coding	NW_003303754.1:3964423-3965204	-	GeneID:9466294	AT2G14436.1		IPR000001;IPR000002					
PITG_04437	uncharacterized protein		protein_coding	NW_003303754.1:3970134-3971114	+	GeneID:9466295	AT3G14437.1		IPR000001;IPR000002					
PITG_04439	uncharacterized protein		protein_coding	NW_003303754.1:4023407-4026203	+	GeneID:9466296	AT5G14439.1		IPR000001;IPR000002					
PITG_04440	uncharacterized protein		protein_coding	NW_003303754.1:4028332-4028874	+	GeneID:9466297	AT1G14440.1		IPR000001;IPR000002					
PITG_04441	3-isopropylmalate dehydrogenase		protein_coding	NW_003303754.1:4040739-4042130	-	GeneID:9466298	AT2G14441.1	3-isopropylmalate dehydrogenase	IPR001327;IPR016040				A0A50DE493	
PITG_04442	uncharacterized protein		protein_coding	NW_003303754.1:4042366-4042782	+	GeneID:9466299	AT3G14442.1		IPR000001;IPR000002					
PITG_04443	Metal Ion (Mn2 -iron) Transporter (Nramp) Family		protein_coding	NW_003303754.1:4042862-4044586	-	GeneID:9466300	AT4G14443.1	Metal Ion (Mn2 -iron) Transporter (Nramp) Family	IPR003439;IPR003593				A0A2C393FA	
PITG_04444	uncharacterized protein		protein_coding	NW_003303754.1:4046192-4047302	+	GeneID:9466301	AT5G14444.1		IPR000001;IPR000002					
PITG_04445	uncharacterized protein		protein_coding	NW_003303754.1:4047563-4049254	+	GeneID:9466302	AT1G14445.1		IPR000001;IPR000002					
PITG_04446	uncharacterized protein		protein_coding	NW_003303754.1:4050227-4050815	+	GeneID:9466303	AT2G14446.1		IPR000001;IPR000002					
PITG_04447	uncharacterized protein		protein_coding	NW_003303754.1:4062952-4065200	-	GeneID:9466304	AT3G14447.1		IPR000001;IPR000002					
PITG_04448	arginine N-methyltransferase, putative		protein_coding	NW_003303754.1:4081507-4083770	-	GeneID:9466305	AT4G14448.1	arginine N-methyltransferase	IPR005150;IPR013015				A0ACBF25E5	
PITG_04449	uncharacterized protein		protein_coding	NW_003303754.1:4087079-4088476	-	GeneID:9466306	AT5G14449.1		IPR000001;IPR000002					
PITG_04450	Zinc (Zn2)-Iron (Fe2) Permease (ZIP) Family		protein_coding	NW_003303754.1:4088852-4090645	+	GeneID:9466307	AT1G14450.1	Zinc (Zn2)-Iron (Fe2) Permease (ZIP) Family	IPR001965;IPR013149				A0A9D2E830	
PITG_04452	H - or Na -translocating F-type, V-type and A-type ATPase (F-ATPase) Superfamily		protein_coding	NW_003303754.1:4164802-4166745	-	GeneID:9466309	AT3G14452.1	H - or Na -translocating F-type, V-type and A-type ATPase (F-ATPase) Superfamily	IPR000001;IPR000002				A0A4F2E5E6	
PITG_04453	uncharacterized protein		protein_coding	NW_003303754.1:4167586-4168998	+	GeneID:9466310	AT4G14453.1		IPR000001;IPR000002					
PITG_04454	sporangia induced hypothetical protein		protein_coding	NW_003303754.1:4169084-4170402	-	GeneID:9466311	AT5G14454.1	sporangia induced hypothetical protein	IPR000001;IPR000002				A0A003138B	
PITG_04456	uncharacterized protein		protein_coding	NW_003303754.1:4172606-4174246	+	GeneID:9466312	AT2G14456.1		IPR000001;IPR000002					
PITG_04457	tripeptidyl-peptidase, putative		protein_coding	NW_003303754.1:4212167-4216863	+	GeneID:9466313	AT3G14457.1	tripeptidyl-peptidase	IPR000001;IPR000002				A0A7209DAC	
PITG_04458	protein kinase		protein_coding	NW_003303754.1:4217181-4218748	+	GeneID:9466314	AT4G14458.1	protein kinase	IPR011009;IPR000719				A0A1DF697C	
PITG_04462	uncharacterized protein		protein_coding	NW_003303754.1:4329354-4329997	+	GeneID:9466315	AT3G14462.1		IPR000001;IPR000002					
PITG_04464	uncharacterized protein		protein_coding	NW_003303754.1:4348302-4349250	+	GeneID:9466316	AT5G14464.1		IPR000001;IPR000002					
PITG_04465	uncharacterized protein		protein_coding	NW_003303754.1:4350311-4354505	-	GeneID:9466317	AT1G14465.1		IPR000001;IPR000002					
PITG_04466	cystathionine gamma-synthase, putative		protein_coding	NW_003303754.1:4355529-4357103	+	GeneID:9464320	AT2G14466.1	cystathionine gamma-synthase	IPR005150;IPR013015				A0AC6482A0	
PITG_04467	uncharacterized protein		protein_coding	NW_003303754.1:4359080-4359949	+	GeneID:9464321	AT3G14467.1		IPR000001;IPR000002					
PITG_04468	Mitochondrial Carrier (MC) Family		protein_coding	NW_003303754.1:4359993-4360874	-	GeneID:9464322	AT4G14468.1	Mitochondrial Carrier (MC) Family	IPR000001;IPR000002				A0A9A059F0	
PITG_04470	Argonaute1 (AGO1)		protein_coding	NW_003303754.1:4373459-4376242	-	GeneID:9464323	AT1G14470.1	Argonaute1 (AGO1)	IPR000001;IPR000002				A0AD1D461A	
PITG_04471	Argonaute2 (AGO2)		protein_coding	NW_003303754.1:4396571-4399354	-	GeneID:9464324	AT2G14471.1	Argonaute2 (AGO2)	IPR000001;IPR000002	Q78003	Q78003		A0A59385D1	
PITG_04472	uncharacterized protein		protein_coding	NW_003303754.1:4406546-4408075	+	GeneID:9464325	AT3G14472.1		IPR000001;IPR000002					
PITG_04473	uncharacterized protein		protein_coding	NW_003303754.1:4462518-4464141	+	GeneID:9464326	AT4G14473.1		IPR000001;IPR000002					
PITG_04474	uncharacterized protein		protein_coding	NW_003303754.1:4469292-4470429	+	GeneID:9464327	AT5G14474.1		IPR000001;IPR000002					
PITG_04475	uncharacterized protein		protein_coding	NW_003303754.1:4471394-4472586	-	GeneID:9464328	AT1G14475.1		IPR000001;IPR000002					
PITG_04476	uncharacterized protein		protein_coding	NW_003303754.1:4479043-4480063	-	GeneID:9464329	AT2G14476.1		IPR000001;IPR000002					
PITG_04477	cleavage induced protein kinase		protein_coding	NW_003303754.1:4481014-4482820	+	GeneID:9464330	AT3G14477.1	cleavage induced protein kinase	IPR011009;IPR000719				A0A0CE72DF	
PITG_04478	protein kinase		protein_coding	NW_003303754.1:4502892-4504166	+	GeneID:9464331	AT4G14478.1	protein kinase	IPR011009;IPR000719				A0AC4BCCCB	
PITG_04479	uncharacterized protein		protein_coding	NW_003303754.1:4544894-4546063	+	GeneID:9464332	AT5G14479.1		IPR000001;IPR000002					
PITG_04480	uncharacterized protein		protein_coding	NW_003303754.1:4546942-4547824	+	GeneID:9464333	AT1G14480.1		IPR000001;IPR000002					
PITG_04481	uncharacterized protein		protein_coding	NW_003303754.1:4548229-4549171	+	GeneID:9464334	AT2G14481.1		IPR000001;IPR000002					
PITG_04482	Drug/Metabolite Transporter (DMT) Superfamily		protein_coding	NW_003303754.1:4549476-4550413	-	GeneID:9464335	AT3G14482.1	Drug/Metabolite Transporter (DMT) Superfamily	IPR003439;IPR003593				A0A70E352E	
