GeneID	Product	Note	Gene_Biotype	Location	Strand	Dbxref
PITG_07063	uncharacterized protein		protein_coding	NW_003303749.1:2082473-2083475	-	GeneID:9464026
PITG_07064	uncharacterized protein		protein_coding	NW_003303749.1:2083805-2084825	-	GeneID:9464027
PITG_07065	uncharacterized protein		protein_coding	NW_003303749.1:2085907-2087400	+	GeneID:9464028
PITG_07066	uncharacterized protein		protein_coding	NW_003303749.1:2089992-2090388	+	GeneID:9464029
PITG_07067	uncharacterized protein		protein_coding	NW_003303749.1:2091219-2092134	+	GeneID:9464030
PITG_07068	uncharacterized protein		protein_coding	NW_003303749.1:2109015-2110015	-	GeneID:9464031
PITG_07069	serine protease family S33, putative		protein_coding	NW_003303749.1:2110182-2111157	+	GeneID:9464032
PITG_07070	uncharacterized protein		protein_coding	NW_003303749.1:2111244-2112165	-	GeneID:9464033
PITG_07071	uncharacterized protein		protein_coding	NW_003303749.1:2112228-2113223	-	GeneID:9464034
PITG_07072	short chain dehydrogenase, putative		protein_coding	NW_003303749.1:2113426-2114192	+	GeneID:9464035
PITG_07073	uncharacterized protein		protein_coding	NW_003303749.1:2114313-2115737	+	GeneID:9464036
PITG_07074	uncharacterized protein		protein_coding	NW_003303749.1:2116743-2121597	-	GeneID:9464037
PITG_07076	Voltage-gated Ion Channel (VIC) Superfamily		protein_coding	NW_003303749.1:2139925-2144581	-	GeneID:9464038
PITG_07077	lysophospholipid acyltransferase, putative		protein_coding	NW_003303749.1:2144871-2147022	-	GeneID:9464039
PITG_07078	uncharacterized protein		protein_coding	NW_003303749.1:2147184-2149747	-	GeneID:9464040
PITG_07079	uncharacterized protein		protein_coding	NW_003303749.1:2150391-2151409	-	GeneID:9464041
PITG_07080	uncharacterized protein		protein_coding	NW_003303749.1:2151814-2153259	+	GeneID:9464042
PITG_07081	uncharacterized protein		protein_coding	NW_003303749.1:2153601-2155001	+	GeneID:9464043
PITG_07082	uncharacterized protein		protein_coding	NW_003303749.1:2155470-2155715	+	GeneID:9464044
PITG_07083	ubiquitin thioesterase OTU1-like protein		protein_coding	NW_003303749.1:2156081-2157149	+	GeneID:9464045
PITG_07084	Major Facilitator Superfamily (MFS)		protein_coding	NW_003303749.1:2157375-2158720	-	GeneID:9464046
PITG_07085	Major Facilitator Superfamily (MFS)		protein_coding	NW_003303749.1:2159043-2160526	-	GeneID:9464047
PITG_07086	Major Facilitator Superfamily (MFS)		protein_coding	NW_003303749.1:2162452-2163906	-	GeneID:9464048
PITG_07087	Major Facilitator Superfamily (MFS)		protein_coding	NW_003303749.1:2164897-2166321	-	GeneID:9464049
PITG_07088	Major Facilitator Superfamily (MFS)		protein_coding	NW_003303749.1:2166515-2167993	-	GeneID:9464050
PITG_07090	uncharacterized protein		protein_coding	NW_003303749.1:2201059-2201805	+	GeneID:9464051
PITG_07091	uncharacterized protein		protein_coding	NW_003303749.1:2238210-2238787	+	GeneID:9464052
PITG_07092	uncharacterized protein		protein_coding	NW_003303749.1:2238834-2239163	+	GeneID:9464053
PITG_07093	uncharacterized protein		protein_coding	NW_003303749.1:2239214-2240317	-	GeneID:9464054
PITG_07094	uncharacterized protein		protein_coding	NW_003303749.1:2240652-2241047	+	GeneID:9464055
PITG_07095	uncharacterized protein		protein_coding	NW_003303749.1:2241488-2241826	+	GeneID:9464056
PITG_07096	protease inhibitor Epi11		protein_coding	NW_003303749.1:2242621-2243955	+	GeneID:9464057
PITG_07097	uncharacterized protein		protein_coding	NW_003303749.1:2244033-2245366	-	GeneID:9464058
PITG_07098	para-aminobenzoate synthase, putative		protein_coding	NW_003303749.1:2245648-2248089	-	GeneID:9464059
PITG_07099	uncharacterized protein		protein_coding	NW_003303749.1:2248325-2249548	-	GeneID:9464060
PITG_07100	uncharacterized protein		protein_coding	NW_003303749.1:2252892-2254296	-	GeneID:9464061
PITG_07101	uncharacterized protein		protein_coding	NW_003303749.1:2254385-2257771	+	GeneID:9464062
PITG_07102	uncharacterized protein		protein_coding	NW_003303749.1:2258024-2261229	+	GeneID:9464063
PITG_07103	nuclear pore complex protein Nup155		protein_coding	NW_003303749.1:2261507-2266131	+	GeneID:9464064
PITG_07104	ADP-ribosylation factor GTPase-activating protein, putative		protein_coding	NW_003303749.1:2266273-2267516	-	GeneID:9464065
PITG_07105	uncharacterized protein		protein_coding	NW_003303749.1:2267681-2268435	-	GeneID:9464066
PITG_07107	uncharacterized protein		protein_coding	NW_003303749.1:2297392-2297974	+	GeneID:9464068
PITG_07108	uncharacterized protein		protein_coding	NW_003303749.1:2298509-2299516	+	GeneID:9464069
PITG_07109	uncharacterized protein		protein_coding	NW_003303749.1:2299832-2302658	-	GeneID:9464070
PITG_07110	cleavage and polyadenylation specificity factor subunit 3		protein_coding	NW_003303749.1:2304366-2306630	+	GeneID:9464071
PITG_07111	uncharacterized protein		protein_coding	NW_003303749.1:2306744-2308076	-	GeneID:9464072
PITG_07112	uncharacterized protein		protein_coding	NW_003303749.1:2308505-2309049	+	GeneID:9464073
PITG_07113	histone methylation protein, putative		protein_coding	NW_003303749.1:2310097-2310999	+	GeneID:9464074
PITG_07115	ATP-binding Cassette (ABC) Superfamily		protein_coding	NW_003303749.1:2337243-2341400	+	GeneID:9464075
PITG_07116	ATP-binding Cassette (ABC) Superfamily		protein_coding	NW_003303749.1:2351977-2353473	+	GeneID:9464077
PITG_07117	ATP-binding Cassette (ABC) Superfamily		protein_coding	NW_003303749.1:2353575-2355534	+	GeneID:9465838
PITG_07118	uncharacterized protein		protein_coding	NW_003303749.1:2356184-2359919	+	GeneID:9465839
PITG_07119	uncharacterized protein		protein_coding	NW_003303749.1:2360220-2361354	-	GeneID:9465840
PITG_07120	uncharacterized protein		protein_coding	NW_003303749.1:2361451-2364436	-	GeneID:9465841
PITG_07121	acyl-[acyl-carrier-protein]-UDP-N-acetylglucosamine O-acyltransferase		protein_coding	NW_003303749.1:2364612-2365900	-	GeneID:9465842
PITG_07122	uncharacterized protein		protein_coding	NW_003303749.1:2381274-2381736	+	GeneID:9465843
PITG_07123	histone methylation protein, putative		protein_coding	NW_003303749.1:2389177-2390058	-	GeneID:9465844
PITG_07124	uncharacterized protein		protein_coding	NW_003303749.1:2399076-2399617	-	GeneID:9465845
PITG_07125	kinesin-like protein		protein_coding	NW_003303749.1:2400563-2402732	-	GeneID:9465846
PITG_07126	adenylate cyclase, putative		protein_coding	NW_003303749.1:2403020-2404723	-	GeneID:9465847
PITG_07127	uncharacterized protein		protein_coding	NW_003303749.1:2422080-2422780	-	GeneID:9465848
PITG_07128	uncharacterized protein		protein_coding	NW_003303749.1:2427119-2428234	+	GeneID:9465849
PITG_07129	uncharacterized protein		protein_coding	NW_003303749.1:2428365-2431346	+	GeneID:9465850
PITG_07131	uncharacterized protein		protein_coding	NW_003303749.1:2449008-2450192	+	GeneID:9465851
PITG_07132	uncharacterized protein		protein_coding	NW_003303749.1:2450301-2451679	-	GeneID:9465852
PITG_07133	uncharacterized protein		protein_coding	NW_003303749.1:2456001-2457027	+	GeneID:9465853
PITG_07134	ATP-binding Cassette (ABC) Superfamily		protein_coding	NW_003303749.1:2457291-2461391	-	GeneID:9465854
PITG_07135	uncharacterized protein		protein_coding	NW_003303749.1:2462187-2462957	+	GeneID:9465855
PITG_07136	serine protease family S33, putative		protein_coding	NW_003303749.1:2463762-2464745	+	GeneID:9465856
PITG_07137	uncharacterized protein		protein_coding	NW_003303749.1:2464959-2465958	+	GeneID:9465857
PITG_07138	uncharacterized protein		protein_coding	NW_003303749.1:2507963-2508070	+	GeneID:9465858
PITG_07139	uncharacterized protein		protein_coding	NW_003303749.1:2514537-2516274	+	GeneID:9465859
PITG_07140	uncharacterized protein		protein_coding	NW_003303749.1:2516331-2518433	-	GeneID:9465860
PITG_07141	methionyl-tRNA synthetase, putative		protein_coding	NW_003303749.1:2519371-2520991	-	GeneID:9465861
PITG_07142	uncharacterized protein		protein_coding	NW_003303749.1:2524280-2525008	+	GeneID:9465862
PITG_07143	catalase-peroxidase, putative		protein_coding	NW_003303749.1:2526743-2528847	-	GeneID:9465863
PITG_07145	malonyl-CoA decarboxylase (MCD), putative		protein_coding	NW_003303749.1:2550929-2553289	+	GeneID:9465864
PITG_07146	uncharacterized protein		protein_coding	NW_003303749.1:2553651-2554108	+	GeneID:9465865
PITG_07147	uncharacterized protein		protein_coding	NW_003303749.1:2563688-2565359	+	GeneID:9465866
PITG_07148	uncharacterized protein		protein_coding	NW_003303749.1:2566824-2569235	-	GeneID:9465867
PITG_07149	serine protease family S10, putative		protein_coding	NW_003303749.1:2571148-2572225	+	GeneID:9465868
PITG_07150	uncharacterized protein		protein_coding	NW_003303749.1:2572386-2572739	-	GeneID:9465869
PITG_07151	uncharacterized protein		protein_coding	NW_003303749.1:2575133-2577352	-	GeneID:9465870
PITG_07152	uncharacterized protein		protein_coding	NW_003303749.1:2581732-2583859	+	GeneID:9465871
PITG_07153	serine protease family S10, putative		protein_coding	NW_003303749.1:2584208-2585698	-	GeneID:9465872
PITG_07154	serine carboxypeptidase, putative		protein_coding	NW_003303749.1:2586137-2587448	-	GeneID:9465873
PITG_07155	uncharacterized protein		protein_coding	NW_003303749.1:2588822-2590155	-	GeneID:9465874
PITG_07156	serine protease family S10, putative		protein_coding	NW_003303749.1:2590995-2592499	-	GeneID:9465875
PITG_07157	serine protease family S10, putative		protein_coding	NW_003303749.1:2594165-2595615	-	GeneID:9465876
PITG_07160	serine protease family S10, putative		protein_coding	NW_003303749.1:2602820-2604636	+	GeneID:9465877
PITG_07161	serine protease family S10, putative		protein_coding	NW_003303749.1:2605455-2607441	-	GeneID:9465878
PITG_07162	sideroflexin-1-like protein		protein_coding	NW_003303749.1:2607841-2608818	+	GeneID:9465879
PITG_07163	ubiquitin-fold modifier 1 precursor		protein_coding	NW_003303749.1:2609041-2609555	-	GeneID:9465880
PITG_07164	serine protease family S10, putative		protein_coding	NW_003303749.1:2610091-2611578	-	GeneID:9465881
PITG_07165	serine protease family S10, putative		protein_coding	NW_003303749.1:2611903-2613438	+	GeneID:9465882
PITG_07166	2-amino-3-carboxymuconate-6-semialdehyde decarboxylase, putative		protein_coding	NW_003303749.1:2613478-2614620	-	GeneID:9465883
PITG_07167	uncharacterized protein		protein_coding	NW_003303749.1:2615304-2615854	+	GeneID:9465884
PITG_07168	Major Facilitator Superfamily (MFS)		protein_coding	NW_003303749.1:2616038-2617982	-	GeneID:9465885
PITG_07169	Major Facilitator Superfamily (MFS)		protein_coding	NW_003303749.1:2618433-2620293	-	GeneID:9465886
PITG_07170	uncharacterized protein		protein_coding	NW_003303749.1:2624684-2625455	-	GeneID:9465887
PITG_07171	calcineurin-like phosphoesterase, putative		protein_coding	NW_003303749.1:2635642-2636628	-	GeneID:9465888
PITG_07172	uncharacterized protein		protein_coding	NW_003303749.1:2637694-2642399	+	GeneID:9465889
PITG_07173	40S ribosomal protein S15		protein_coding	NW_003303749.1:2642825-2643694	-	GeneID:9465890
PITG_07174	ribonuclease P protein subunit p30, putative		protein_coding	NW_003303749.1:2643870-2644897	+	GeneID:9465891
PITG_07175	uncharacterized protein		protein_coding	NW_003303749.1:2644920-2645631	-	GeneID:9465892
PITG_07176	uncharacterized protein		protein_coding	NW_003303749.1:2645728-2647581	+	GeneID:9465893
PITG_07182	uncharacterized protein		protein_coding	NW_003303749.1:2738420-2738945	+	GeneID:9465894
PITG_07183	uncharacterized protein		protein_coding	NW_003303749.1:2750614-2751522	+	GeneID:9465895
PITG_07184	uncharacterized protein		protein_coding	NW_003303749.1:2756887-2758539	+	GeneID:9465896
PITG_07190	uncharacterized protein		protein_coding	NW_003303749.1:2870899-2872565	-	GeneID:9465897
PITG_07191	protein kinase, putative		protein_coding	NW_003303749.1:2873098-2874883	+	GeneID:9465898
PITG_07192	uncharacterized protein		protein_coding	NW_003303749.1:2875500-2880164	+	GeneID:9465899
PITG_07193	uncharacterized protein		protein_coding	NW_003303749.1:2880354-2881860	+	GeneID:9465900
PITG_07194	uncharacterized protein		protein_coding	NW_003303749.1:2881872-2885291	-	GeneID:9465901
PITG_07195	AP-4 complex subunit sigma, putative		protein_coding	NW_003303749.1:2885427-2886345	+	GeneID:9465902
PITG_07197	3-ketoacyl-CoA thiolase, mitochondrial		protein_coding	NW_003303749.1:2889663-2891015	+	GeneID:9465903
PITG_07199	uncharacterized protein		protein_coding	NW_003303749.1:2902023-2902746	-	GeneID:9465904
PITG_07200	uncharacterized protein		protein_coding	NW_003303749.1:2902978-2904033	+	GeneID:9465905
PITG_07201	UDP-glucose:glycoprotein glucosyltransferase, putative		protein_coding	NW_003303749.1:2904067-2909205	-	GeneID:9465906
PITG_07202	uncharacterized protein		protein_coding	NW_003303749.1:2909526-2909891	-	GeneID:9465907
PITG_07203	secreted RxLR effector peptide protein, putative		protein_coding	NW_003303749.1:2910847-2911134	+	GeneID:9465908
PITG_07204	uncharacterized protein		protein_coding	NW_003303749.1:2925037-2927440	+	GeneID:9465909
PITG_07205	uncharacterized protein		protein_coding	NW_003303749.1:2927494-2929064	-	GeneID:9465910
PITG_07206	uncharacterized protein		protein_coding	NW_003303749.1:2929212-2930597	+	GeneID:9465911
PITG_07207	uncharacterized protein		protein_coding	NW_003303749.1:2953519-2954351	-	GeneID:9465912
PITG_07210	protein kinase		protein_coding	NW_003303749.1:3015058-3017140	+	GeneID:9465913
PITG_07211	uncharacterized protein		protein_coding	NW_003303749.1:3017153-3018279	-	GeneID:9465914
PITG_07212	uncharacterized protein		protein_coding	NW_003303749.1:3018408-3019975	-	GeneID:9465915
PITG_07213	uncharacterized protein		protein_coding	NW_003303749.1:3038897-3039303	-	GeneID:9471553
PITG_07214	protein kinase, putative		protein_coding	NW_003303749.1:3042647-3044731	+	GeneID:9471554
PITG_07215	protein kinase		protein_coding	NW_003303749.1:3047858-3050548	+	GeneID:9471555
PITG_07216	ATPase WRNIP1		protein_coding	NW_003303749.1:3050654-3052281	+	GeneID:9471556
PITG_07217	protein kinase		protein_coding	NW_003303749.1:3052611-3055034	+	GeneID:9471557
PITG_07218	exportin-4, putative		protein_coding	NW_003303749.1:3055083-3058673	-	GeneID:9471558
PITG_07224	uncharacterized protein		protein_coding	NW_003303749.1:3096797-3097926	-	GeneID:9471560
PITG_07226	uncharacterized protein		protein_coding	NW_003303749.1:3109906-3114466	+	GeneID:9471561
PITG_07227	uncharacterized protein		protein_coding	NW_003303749.1:3114565-3115119	+	GeneID:9471562
PITG_07228	uncharacterized protein		protein_coding	NW_003303749.1:3115544-3116412	-	GeneID:9471563
PITG_07229	uncharacterized protein		protein_coding	NW_003303749.1:3116433-3116876	-	GeneID:9471564
PITG_07230	HECT E3 ubiquitin ligase, putative		protein_coding	NW_003303749.1:3117180-3125348	+	GeneID:9471565
PITG_07231	uncharacterized protein		protein_coding	NW_003303749.1:3125552-3127352	-	GeneID:9471566
PITG_07232	uncharacterized protein		protein_coding	NW_003303749.1:3127536-3128935	+	GeneID:9471567
PITG_07233	GPI inositol-deacylase, putative		protein_coding	NW_003303749.1:3129460-3132132	+	GeneID:9471568
PITG_07234	ligatin, putative		protein_coding	NW_003303749.1:3132182-3133988	-	GeneID:9471569
PITG_07235	protein kinase		protein_coding	NW_003303749.1:3134156-3137015	-	GeneID:9471570
PITG_07236	uncharacterized protein		protein_coding	NW_003303749.1:3137307-3139340	-	GeneID:9471571
PITG_07237	cell division cycle protein 20		protein_coding	NW_003303749.1:3139868-3141542	-	GeneID:9471572
PITG_07238	uncharacterized protein		protein_coding	NW_003303749.1:3141895-3142571	+	GeneID:9471573
PITG_07239	tartrate-resistant acid phosphatase type 5, putative		protein_coding	NW_003303749.1:3142751-3143954	-	GeneID:9471574
PITG_07240	3-deoxy-manno-octulosonate cytidylyltransferase, putative		protein_coding	NW_003303749.1:3144301-3145162	+	GeneID:9471575
PITG_07241	Monovalent Cation:Proton Antiporter-1 (CPA1) Family		protein_coding	NW_003303749.1:3145303-3147562	+	GeneID:9471576
PITG_07242	uncharacterized protein		protein_coding	NW_003303749.1:3147724-3148362	+	GeneID:9471577
PITG_07243	uncharacterized protein		protein_coding	NW_003303749.1:3149045-3152046	-	GeneID:9471578
PITG_07244	uncharacterized protein		protein_coding	NW_003303749.1:3152824-3153959	+	GeneID:9471579
PITG_07245	uncharacterized protein		protein_coding	NW_003303749.1:3153989-3154453	-	GeneID:9471580
PITG_07246	uncharacterized protein		protein_coding	NW_003303749.1:3154624-3155813	+	GeneID:9471581
PITG_07247	uncharacterized protein		protein_coding	NW_003303749.1:3155901-3160290	+	GeneID:9471582
PITG_07248	protein kinase		protein_coding	NW_003303749.1:3160368-3163285	-	GeneID:9471583
PITG_07249	uncharacterized protein		protein_coding	NW_003303749.1:3164112-3165363	-	GeneID:9471584
PITG_07250	uncharacterized protein		protein_coding	NW_003303749.1:3165698-3166752	-	GeneID:9471585
PITG_07251	protein kinase		protein_coding	NW_003303749.1:3168064-3170556	+	GeneID:9471586
PITG_07252	uncharacterized protein		protein_coding	NW_003303749.1:3170662-3171551	+	GeneID:9471587
PITG_07253	uncharacterized protein		protein_coding	NW_003303749.1:3174364-3174663	-	GeneID:9471588
PITG_07254	uncharacterized protein		protein_coding	NW_003303749.1:3175150-3176116	-	GeneID:9471589
PITG_07255	uncharacterized protein		protein_coding	NW_003303749.1:3178482-3179788	-	GeneID:9471590
PITG_07256	uncharacterized protein		protein_coding	NW_003303749.1:3180910-3181843	+	GeneID:9471591
PITG_07257	uncharacterized protein		protein_coding	NW_003303749.1:3182131-3183841	-	GeneID:9471592
PITG_07258	uncharacterized protein		protein_coding	NW_003303749.1:3184114-3185648	+	GeneID:9471593
PITG_07259	serine protease family S09X, putative		protein_coding	NW_003303749.1:3185776-3186924	-	GeneID:9471594
